transactionId,transactionType,transactionDate,merchantName,storeName,deviceName,location,totalAmount,cardHolderName,cardType,currencyCode,transactionStatus,failureReason
TXN000313,PURCHASE,2024-10-22 11:46:55,Moore Group,Group,POS-9892,Wilcoxborough,715.45,Michael Moore,RUPAY,EUR,SUCCESS,SUCCESS
TXN000314,CASHBACK,2024-07-27 11:46:55,"Smith, Bartlett and Curry",Inc,POS-9084,West Gregory,899.87,Steven Fisher,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000315,PURCHASE,2025-03-12 11:46:55,"Chandler, Henry and Wilson",PLC,POS-8991,Jonathanport,905.9,Jose Porter,AMEX,EUR,SUCCESS,SUCCESS
TXN000316,PURCHASE,2025-06-22 11:46:55,"Palmer, Shaw and Henderson",Ltd,POS-2020,Bowentown,142.83,Bradley Yates,RUPAY,EUR,SUCCESS,SUCCESS
TXN000317,CASHBACK,2024-07-29 11:46:55,"Shepherd, Johnson and Shelton",Group,POS-2786,Andreahaven,863.33,Patrick Warner,RUPAY,INR,SUCCESS,SUCCESS
TXN000318,CASHBACK,2025-01-22 11:46:55,Lane-Drake,Inc,POS-9084,Jasonchester,688.59,Brent Kramer,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000319,CASHBACK,2025-01-13 11:46:55,Fuller-Bird,Group,POS-8178,Meghanberg,396.91,Tyler King MD,AMEX,GBP,SUCCESS,SUCCESS
TXN000320,PURCHASE,2025-04-30 11:46:55,"Cummings, Braun and Rowe",LLC,POS-4600,Phillipside,756.61,Linda Parker,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000321,REFUND,2024-07-17 11:46:55,Gordon and Sons,Inc,POS-9857,Jamestown,217.92,Blake Mills Jr.,AMEX,USD,FAILED,Suspicious transaction (anomaly)
TXN000322,PURCHASE,2024-12-19 11:46:55,Hart-Hart,Inc,POS-4396,Michaelberg,96.69,Susan Williams,RUPAY,GBP,SUCCESS,SUCCESS
TXN000323,CASHBACK,2025-03-29 11:46:55,Macias PLC,Ltd,POS-1067,West Dianeshire,961.08,Randy Sandoval,MASTERCARD,GBP,FAILED,Suspicious transaction (anomaly)
TXN000324,REFUND,2025-01-01 11:46:55,Sullivan-Chen,Inc,POS-9911,Bondfort,541.83,Johnathan Bennett,VISA,GBP,SUCCESS,SUCCESS
TXN000325,PURCHASE,2025-04-01 11:46:55,Pacheco-Gill,Ltd,POS-7870,West Charles,620.84,Frank Carter,AMEX,INR,FAILED,Currency mismatch
TXN000326,PURCHASE,2025-07-03 11:46:55,Cooper-Martin,and Sons,POS-4917,Lindafort,617.73,Joshua Munoz,VISA,INR,SUCCESS,SUCCESS
TXN000327,PURCHASE,2024-11-18 11:46:55,"Stewart, Miller and Stewart",LLC,POS-5233,Elaineville,119.08,Frank Murphy,RUPAY,INR,SUCCESS,SUCCESS
TXN000328,PURCHASE,2024-12-31 11:46:55,Chase-Shields,and Sons,POS-7292,Danielleburgh,748.52,Caitlin Benjamin,AMEX,EUR,SUCCESS,SUCCESS
TXN000329,CASHBACK,2025-03-01 11:46:55,Marquez LLC,Ltd,POS-2457,North Nicholasland,53.57,John Taylor,AMEX,GBP,FAILED,Suspicious transaction (anomaly)
TXN000330,PURCHASE,2024-10-18 11:46:55,Brown Inc,and Sons,POS-8855,Port Richardville,440.35,Kenneth Garcia,RUPAY,USD,SUCCESS,SUCCESS
TXN000331,PURCHASE,2024-12-04 11:46:55,"Yoder, Bruce and Powell",and Sons,POS-3188,Parkmouth,764.02,Maria Powell,VISA,USD,SUCCESS,SUCCESS
TXN000332,CASHBACK,2024-12-06 11:46:55,Moon Ltd,Inc,POS-5061,Lake Abigail,41.47,Heather Fitzgerald,AMEX,INR,FAILED,Currency mismatch
TXN000333,REFUND,2025-05-16 11:46:55,"Davenport, Rivera and Coleman",LLC,POS-6633,Lambberg,298.71,Jonathan Noble,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000334,REFUND,2024-10-24 11:46:55,Martinez Group,Group,POS-1228,West Karenville,169.81,Curtis Jensen,RUPAY,USD,FAILED,Suspicious transaction (anomaly)
TXN000335,CASHBACK,2025-03-04 11:46:55,Keller-Dalton,PLC,POS-6432,Valenzuelaview,146.29,Alicia Cohen,VISA,GBP,SUCCESS,SUCCESS
TXN000336,PURCHASE,2025-03-08 11:46:55,Nelson PLC,PLC,POS-2707,West Scottville,525.49,Joseph Rice,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000337,PURCHASE,2024-10-21 11:46:55,"Hart, Mclaughlin and Bennett",Group,POS-4660,Charlenemouth,353.85,Gary Snyder,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000338,CASHBACK,2024-08-09 11:46:55,"Bowen, Kirk and Hester",Group,POS-4770,North Christopher,405.04,Sarah Hubbard,RUPAY,INR,SUCCESS,SUCCESS
TXN000339,PURCHASE,2025-02-27 11:46:55,Brown LLC,Ltd,POS-6710,Port Bryan,974.1,David Thompson,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000340,REFUND,2025-02-04 11:46:55,Moses-Downs,PLC,POS-3104,Paulaborough,284.05,Andrew Doyle,VISA,USD,SUCCESS,SUCCESS
TXN000341,CASHBACK,2025-01-28 11:46:55,"Smith, Griffin and Smith",and Sons,POS-6052,North Beth,873.51,Thomas French,AMEX,USD,FAILED,Suspicious transaction (anomaly)
TXN000342,PURCHASE,2024-09-04 11:46:55,Ware-Waters,Group,POS-1231,Alexandrafort,299.48,Derek Berg,VISA,EUR,FAILED,Suspicious transaction (anomaly)
TXN000343,CASHBACK,2025-02-24 11:46:55,Moody-Rivera,Ltd,POS-4299,Sarahview,517.58,Alexis Pittman,AMEX,GBP,SUCCESS,SUCCESS
TXN000344,PURCHASE,2024-12-14 11:46:55,"Owens, Evans and Patterson",Ltd,POS-9236,East Thomas,536.58,Carolyn Everett,RUPAY,USD,SUCCESS,SUCCESS
TXN000345,PURCHASE,2024-09-14 11:46:55,Miller LLC,PLC,POS-8585,New Melissa,996.74,Barbara Giles,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000346,PURCHASE,2024-08-27 11:46:55,Schmitt-Wilson,Inc,POS-8159,Lake Joland,676.89,Miranda Ware,AMEX,USD,SUCCESS,SUCCESS
TXN000347,PURCHASE,2025-07-10 11:46:55,"Taylor, Hart and Lucas",LLC,POS-5412,North Nicholasberg,85.41,Steven Harris,AMEX,INR,FAILED,Currency mismatch
TXN000348,CASHBACK,2024-08-14 11:46:55,Gallagher PLC,Group,POS-5709,Codychester,57.95,Anna Mckee,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000349,REFUND,2024-09-12 11:46:55,"Anderson, Middleton and Baker",Ltd,POS-1918,Garymouth,788.1,Nicole Foster,RUPAY,INR,SUCCESS,SUCCESS
TXN000350,CASHBACK,2025-03-21 11:46:55,Lopez Group,and Sons,POS-5152,Sarashire,951.3,Austin Franklin,RUPAY,GBP,SUCCESS,SUCCESS
TXN000351,CASHBACK,2025-05-13 11:46:55,Sanchez-Savage,Inc,POS-7941,Martinland,380.73,Terri Smith,VISA,EUR,SUCCESS,SUCCESS
TXN000352,CASHBACK,2024-11-12 11:46:55,"Garrett, Gates and Navarro",PLC,POS-7286,Erinmouth,40.3,Melissa Moody,VISA,INR,SUCCESS,SUCCESS
TXN000353,PURCHASE,2025-04-12 11:46:55,Mcdonald-Johnson,Inc,POS-3108,Shepherdberg,960.69,Elizabeth Evans,VISA,INR,SUCCESS,SUCCESS
TXN000354,CASHBACK,2024-12-15 11:46:55,Burns Group,Inc,POS-3040,Rebeccachester,532.06,Elizabeth White,RUPAY,INR,SUCCESS,SUCCESS
TXN000355,REFUND,2024-12-20 11:46:55,"Aguirre, Moore and Fisher",PLC,POS-8069,Kaneside,476.01,Brenda Fisher,VISA,EUR,SUCCESS,SUCCESS
TXN000356,CASHBACK,2024-10-19 11:46:55,Anderson-Fitzpatrick,LLC,POS-6854,Port Christopher,210.44,Dale Fritz,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000357,REFUND,2025-05-01 11:46:55,"Cordova, Pena and Lee",Group,POS-4052,Josephshire,556.16,Terry Brady,AMEX,USD,SUCCESS,SUCCESS
TXN000358,PURCHASE,2025-03-17 11:46:55,Collins Group,Group,POS-7838,Port Jillian,925.99,Joseph Carlson,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000359,CASHBACK,2025-05-10 11:46:55,Ritter-Marsh,LLC,POS-3752,New Michael,747.54,Cassandra Moran,AMEX,USD,SUCCESS,SUCCESS
TXN000360,CASHBACK,2024-11-21 11:46:55,Lamb Inc,LLC,POS-4273,Mooreview,71.74,Lisa Jackson,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000361,CASHBACK,2024-12-28 11:46:55,Johnson-Farley,Inc,POS-4481,South Robert,390.96,Keith Nichols,RUPAY,USD,SUCCESS,SUCCESS
TXN000362,PURCHASE,2025-05-31 11:46:55,Nguyen Group,PLC,POS-9729,Port Gavinburgh,21.54,Leah Williams,VISA,USD,FAILED,Suspicious transaction (anomaly)
TXN000363,CASHBACK,2025-03-12 11:46:55,Parsons-Lewis,Inc,POS-7485,Joneston,455.88,Carolyn Fischer,AMEX,GBP,SUCCESS,SUCCESS
TXN000364,REFUND,2024-08-10 11:46:55,Meyer PLC,Ltd,POS-7492,East Nathanside,265.67,April Benitez,VISA,EUR,SUCCESS,SUCCESS
TXN000365,CASHBACK,2025-03-12 11:46:55,Rios-Kline,and Sons,POS-4438,Alexanderchester,859.42,Gary Ramirez,VISA,USD,SUCCESS,SUCCESS
TXN000366,CASHBACK,2024-11-28 11:46:55,Hoover-Evans,and Sons,POS-5079,Benjamintown,456.1,Linda Cardenas,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000367,PURCHASE,2024-09-11 11:46:55,Reynolds Group,PLC,POS-3420,Cartertown,357.69,Kenneth Medina,AMEX,INR,FAILED,Currency mismatch
TXN000368,REFUND,2024-10-31 11:46:55,"Frank, Barnett and Salinas",and Sons,POS-5153,Reyesburgh,142.28,Marilyn Rodriguez,RUPAY,EUR,SUCCESS,SUCCESS
TXN000369,CASHBACK,2024-12-23 11:46:55,Foster LLC,and Sons,POS-6560,Johnsonmouth,478.79,Kelly Leblanc,RUPAY,EUR,SUCCESS,SUCCESS
TXN000370,REFUND,2025-02-13 11:46:55,Carlson-Byrd,Group,POS-6437,Palmerton,355.51,Christina Ellis,RUPAY,GBP,SUCCESS,SUCCESS
TXN000371,CASHBACK,2024-12-21 11:46:55,Bradley and Sons,Inc,POS-9216,North Kelly,304.93,Nicholas Bauer,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000372,REFUND,2025-03-26 11:46:55,Ray Group,LLC,POS-5344,South Laurenville,519.23,Vanessa Mathews,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000373,REFUND,2025-03-04 11:46:55,Martin-James,and Sons,POS-8101,Gillberg,308.63,Jessica Dean,VISA,EUR,SUCCESS,SUCCESS
TXN000374,REFUND,2024-11-22 11:46:55,Ellison-Schneider,PLC,POS-2126,East William,28.1,Mr. Blake Rodriguez,VISA,INR,FAILED,Suspicious transaction (anomaly)
TXN000375,PURCHASE,2025-03-26 11:46:55,Turner LLC,Inc,POS-4031,New Tabitha,621.97,Lisa White MD,AMEX,INR,FAILED,Currency mismatch
TXN000376,PURCHASE,2024-08-03 11:46:55,Cannon LLC,and Sons,POS-1270,New Javiermouth,30.44,Debra Butler,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000377,PURCHASE,2024-12-25 11:46:55,Walton PLC,LLC,POS-9188,West Elizabeth,740.96,Debra Watson,AMEX,USD,SUCCESS,SUCCESS
TXN000378,CASHBACK,2024-12-05 11:46:55,Brown-Baker,Inc,POS-2889,Justinmouth,702.5,William Gonzalez,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000379,CASHBACK,2024-10-15 11:46:55,"Gray, Nichols and King",and Sons,POS-5465,Rebeccatown,359.26,Maureen Nichols,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000380,PURCHASE,2025-02-01 11:46:55,"Rodriguez, Ballard and Harris",LLC,POS-4022,North Vincentchester,797.67,Heather Hernandez,RUPAY,EUR,SUCCESS,SUCCESS
TXN000381,CASHBACK,2024-09-15 11:46:55,Mitchell Ltd,LLC,POS-9284,South Rachel,413.61,Thomas Nielsen,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000382,PURCHASE,2024-12-03 11:46:55,"Norris, Jones and Owen",LLC,POS-1513,Adamsmouth,649.92,Whitney Conner,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000383,REFUND,2025-02-06 11:46:55,Ford Ltd,LLC,POS-6435,North Sarah,636.61,Randall Flores,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000384,REFUND,2025-05-05 11:46:55,"Collins, Thomas and Williams",Ltd,POS-6179,South Brittneyland,979.21,Sheila Hall,AMEX,GBP,SUCCESS,SUCCESS
TXN000385,REFUND,2024-09-06 11:46:55,"Rodriguez, Mcmahon and Potts",LLC,POS-6416,New Brandonchester,276.88,Crystal Rowe,VISA,GBP,SUCCESS,SUCCESS
TXN000386,PURCHASE,2025-05-20 11:46:55,Valdez Inc,Inc,POS-9395,West Michael,266.35,Jessica Hernandez,RUPAY,GBP,SUCCESS,SUCCESS
TXN000387,REFUND,2024-08-05 11:46:55,"George, Lopez and Peterson",Ltd,POS-3605,West Edwardhaven,611.4,Steven Garcia,RUPAY,EUR,SUCCESS,SUCCESS
TXN000388,CASHBACK,2024-08-12 11:46:55,"Mcclain, Cordova and Garcia",Ltd,POS-2841,Millsfort,588.68,Stanley Davis,VISA,EUR,SUCCESS,SUCCESS
TXN000389,CASHBACK,2024-11-10 11:46:55,Walters Group,LLC,POS-5820,Jeffreyshire,689.58,Debbie Patton,VISA,GBP,SUCCESS,SUCCESS
TXN000390,REFUND,2025-02-23 11:46:55,"Barrera, Pratt and Cole",and Sons,POS-2812,Lake Collinview,638.93,Frances Wallace MD,VISA,USD,SUCCESS,SUCCESS
TXN000391,PURCHASE,2024-09-06 11:46:55,Little-Ochoa,Ltd,POS-1242,Tiffanyfurt,973.97,James Fuller,MASTERCARD,USD,FAILED,Suspicious transaction (anomaly)
TXN000392,REFUND,2024-12-29 11:46:55,"Parker, Leon and Johnson",Inc,POS-8886,Andrewberg,887.07,Calvin Douglas,AMEX,EUR,FAILED,Suspicious transaction (anomaly)
TXN000393,PURCHASE,2024-07-20 11:46:55,"Carter, Gonzalez and Pena",and Sons,POS-7423,Port Jeffreychester,647.46,Mark Fuller,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000394,PURCHASE,2024-12-15 11:46:55,Brown LLC,Ltd,POS-1452,Lewismouth,56.7,Sean Jackson,RUPAY,EUR,SUCCESS,SUCCESS
TXN000395,CASHBACK,2024-07-19 11:46:55,"Lozano, Davis and Saunders",Ltd,POS-5869,Port Jeremy,412.63,Keith Brooks,VISA,GBP,SUCCESS,SUCCESS
TXN000396,CASHBACK,2025-05-01 11:46:55,"Herrera, Duke and Hammond",Group,POS-3082,East Davidborough,647.8,Annette Garcia,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000397,CASHBACK,2024-11-16 11:46:55,"Castro, Lawrence and Barber",PLC,POS-5715,Chavezmouth,275.19,Noah Farmer,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000398,CASHBACK,2025-07-10 11:46:55,"Garrett, Nixon and Warner",and Sons,POS-1844,New Kevin,528.23,James Boyd,VISA,USD,SUCCESS,SUCCESS
TXN000399,CASHBACK,2025-02-19 11:46:55,Ellis PLC,and Sons,POS-3531,Bakerport,774.97,Samantha Berry,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000400,REFUND,2025-07-11 11:46:55,Mccarty-Palmer,Group,POS-6297,Garciashire,839.18,Erica Jones,AMEX,USD,SUCCESS,SUCCESS
TXN000401,PURCHASE,2025-01-05 11:46:55,Cline-Paul,Inc,POS-4393,Marissaville,261.33,Laura Contreras,AMEX,GBP,SUCCESS,SUCCESS
TXN000402,REFUND,2024-10-13 11:46:55,Smith Ltd,Group,POS-9625,New Elizabethtown,93.51,Mr. Scott Robertson DDS,AMEX,GBP,FAILED,Suspicious transaction (anomaly)
TXN000403,REFUND,2024-12-20 11:46:55,Gonzalez-Garner,PLC,POS-9883,Velezport,485.24,Peter Johnston,RUPAY,USD,SUCCESS,SUCCESS
TXN000404,PURCHASE,2025-05-02 11:46:55,"Pugh, Schroeder and Rodriguez",Ltd,POS-7547,East Paulview,830.48,Diana Rangel,AMEX,EUR,SUCCESS,SUCCESS
TXN000405,PURCHASE,2025-05-02 11:46:55,"Miranda, Mckinney and Arnold",Group,POS-3554,Greenville,44.1,Michael Thompson,VISA,USD,SUCCESS,SUCCESS
TXN000406,CASHBACK,2025-02-27 11:46:56,Rowe LLC,LLC,POS-5959,Brianmouth,358.71,Dustin Alvarez,RUPAY,GBP,SUCCESS,SUCCESS
TXN000407,CASHBACK,2025-02-01 11:46:56,"Gordon, Flores and Nelson",PLC,POS-8647,Charlesstad,517.29,Rhonda Guerra,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000408,CASHBACK,2024-12-30 11:46:56,Howard PLC,LLC,POS-6996,Travismouth,348.84,Gregory Hall,VISA,EUR,SUCCESS,SUCCESS
TXN000409,CASHBACK,2025-06-05 11:46:56,"Williams, Wallace and Gray",PLC,POS-8787,West Anthonytown,119.84,David Horton,RUPAY,EUR,SUCCESS,SUCCESS
TXN000410,CASHBACK,2025-07-02 11:46:56,Garcia-Tate,Group,POS-9498,West Danielton,512.73,Jay Guerrero,VISA,INR,SUCCESS,SUCCESS
TXN000411,PURCHASE,2025-01-08 11:46:56,"Mitchell, Jones and Olson",LLC,POS-3946,Matthewton,347.5,Cynthia Mills,RUPAY,GBP,SUCCESS,SUCCESS
TXN000412,REFUND,2025-07-14 11:46:56,Gregory Group,LLC,POS-4869,New Teresaborough,657.81,Ashley Sanchez,RUPAY,INR,SUCCESS,SUCCESS
TXN000413,CASHBACK,2025-04-23 11:46:56,"Ryan, Edwards and Yates",and Sons,POS-1715,Fernandezchester,763.59,Dennis Johnson,RUPAY,EUR,SUCCESS,SUCCESS
TXN000414,REFUND,2024-07-23 11:46:56,"Phillips, Charles and Peterson",LLC,POS-5715,South Adam,688.1,Pamela Arroyo,RUPAY,EUR,SUCCESS,SUCCESS
TXN000415,PURCHASE,2024-07-17 11:46:56,Barajas PLC,LLC,POS-8442,North Bob,998.82,Carla Riley,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000416,REFUND,2024-09-21 11:46:56,Taylor PLC,and Sons,POS-6370,Pricestad,978.51,Richard Duran,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000417,REFUND,2025-03-15 11:46:56,Chapman Inc,LLC,POS-7039,Matthewshire,387.17,Jacqueline Brown,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000418,REFUND,2025-03-13 11:46:56,Ward PLC,LLC,POS-9789,East Mary,591.28,Chad Carson,AMEX,GBP,SUCCESS,SUCCESS
TXN000419,PURCHASE,2024-09-11 11:46:56,Flores PLC,PLC,POS-6533,New Gabrielview,627.74,Jeremy Foster,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000420,PURCHASE,2025-05-02 11:46:56,Davis-Hernandez,and Sons,POS-5205,Sethland,554.89,James Booth,VISA,GBP,SUCCESS,SUCCESS
TXN000421,REFUND,2025-04-01 11:46:56,Weiss-Gutierrez,and Sons,POS-3974,East Brandi,604.32,Jessica Flynn DDS,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000422,CASHBACK,2024-11-02 11:46:56,Diaz Inc,Group,POS-4445,Novakshire,300.81,Anna Williams,AMEX,EUR,SUCCESS,SUCCESS
TXN000423,REFUND,2024-12-18 11:46:56,Roberts-Vaughn,Group,POS-6166,Port Jenniferbury,733.56,Tony Randall,VISA,EUR,SUCCESS,SUCCESS
TXN000424,PURCHASE,2024-09-08 11:46:56,Greene-Mcgrath,Group,POS-3679,West Gregorymouth,848.43,Marcus Moore,RUPAY,USD,SUCCESS,SUCCESS
TXN000425,REFUND,2024-10-31 11:46:56,Perez-Martinez,Inc,POS-5714,Kramermouth,691.75,Gregory Campos,RUPAY,INR,SUCCESS,SUCCESS
TXN000426,CASHBACK,2024-07-21 11:46:56,Bradley-Johnson,Ltd,POS-7313,West Jamie,63.91,Dustin Reynolds,VISA,USD,FAILED,Suspicious transaction (anomaly)
TXN000427,REFUND,2025-04-24 11:46:56,"Perez, Smith and Christian",PLC,POS-5360,Andersonview,618.84,Madison Pham,RUPAY,INR,SUCCESS,SUCCESS
TXN000428,CASHBACK,2024-12-14 11:46:56,Townsend Group,PLC,POS-8892,Wardfort,381.23,Rebecca Johnson,VISA,USD,SUCCESS,SUCCESS
TXN000429,CASHBACK,2025-05-29 11:46:56,"Foster, Carey and Cooper",and Sons,POS-9292,Susanview,990.04,Zachary Allen,AMEX,USD,FAILED,Suspicious transaction (anomaly)
TXN000430,CASHBACK,2025-03-16 11:46:56,Morton-Arroyo,Ltd,POS-1330,South Kathryn,50.84,Norman Decker,VISA,INR,FAILED,Suspicious transaction (anomaly)
TXN000431,PURCHASE,2024-09-16 11:46:56,Harris-Carter,Group,POS-7412,West Josephberg,712.69,Elizabeth Martin,MASTERCARD,INR,SUCCESS,SUCCESS
TXN000432,REFUND,2025-04-24 11:46:56,Marks PLC,and Sons,POS-4009,North Davidview,594.47,Diane Brown,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000433,PURCHASE,2025-03-20 11:46:56,"Duffy, Watson and Gutierrez",LLC,POS-5225,Melissaside,501.05,Rhonda Johnson,AMEX,EUR,SUCCESS,SUCCESS
TXN000434,CASHBACK,2024-09-02 11:46:56,"Coleman, Webb and Stewart",Ltd,POS-5445,North Ronald,212.39,Angela Andersen,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000435,PURCHASE,2025-04-04 11:46:56,Harrell-Gardner,Ltd,POS-1281,North Albert,357.93,Jacob Johnson,RUPAY,EUR,SUCCESS,SUCCESS
TXN000436,CASHBACK,2025-02-26 11:46:56,Black-Daugherty,PLC,POS-2336,Ryanville,899.45,Juan Clark,AMEX,EUR,FAILED,Suspicious transaction (anomaly)
TXN000437,PURCHASE,2025-05-02 11:46:56,"Peters, Thomas and Wiley",Inc,POS-4393,Lake Michaelchester,742.93,Maria Jenkins,VISA,GBP,SUCCESS,SUCCESS
TXN000438,PURCHASE,2025-05-01 11:46:56,Davis-Villa,and Sons,POS-8945,Joeburgh,543.17,Ryan Graham,AMEX,EUR,SUCCESS,SUCCESS
TXN000439,CASHBACK,2025-04-16 11:46:56,Smith PLC,LLC,POS-8481,Espinozaborough,323.44,Ashley Mullins,RUPAY,EUR,SUCCESS,SUCCESS
TXN000440,CASHBACK,2024-08-22 11:46:56,Rosales-Walters,LLC,POS-5511,Williamfort,678.53,Kylie Knight,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000441,REFUND,2024-11-06 11:46:56,"Rodriguez, Reynolds and Garcia",Inc,POS-5459,West Markport,359.1,Annette Baxter,AMEX,EUR,SUCCESS,SUCCESS
TXN000442,REFUND,2024-10-05 11:46:56,Mccormick-Brown,Group,POS-7430,Hernandezmouth,74.82,David Williams,RUPAY,USD,FAILED,Suspicious transaction (anomaly)
TXN000443,CASHBACK,2024-08-15 11:46:56,"Brown, Woods and Arnold",Group,POS-2559,East Cindy,521.74,Christopher Phillips,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000444,PURCHASE,2024-12-10 11:46:56,Hayes-David,Group,POS-5286,Kristiborough,897.19,Maureen Morrison,MASTERCARD,EUR,SUCCESS,SUCCESS
TXN000445,CASHBACK,2025-06-09 11:46:56,"Powell, Jordan and Myers",and Sons,POS-5342,Rodriguezbury,446.09,Haley Villarreal,AMEX,GBP,SUCCESS,SUCCESS
TXN000446,CASHBACK,2025-06-18 11:46:56,Smith-Griffin,and Sons,POS-6641,Walkershire,834.79,Isaac Johnson,RUPAY,GBP,SUCCESS,SUCCESS
TXN000447,CASHBACK,2025-05-11 11:46:56,"Walton, Armstrong and Weber",Inc,POS-9865,North Richardport,573.54,Mathew Mccullough,VISA,INR,SUCCESS,SUCCESS
TXN000448,CASHBACK,2024-11-29 11:46:56,Rodriguez-Hill,Ltd,POS-9458,Port Matthewton,763.8,Robert Hubbard,RUPAY,EUR,SUCCESS,SUCCESS
TXN000449,REFUND,2025-04-01 11:46:56,Oliver Ltd,Inc,POS-7413,Port Ashleyside,989.91,Kevin Jenkins,VISA,GBP,SUCCESS,SUCCESS
TXN000450,PURCHASE,2024-10-28 11:46:56,Garcia-White,and Sons,POS-8644,East Timothy,751.92,Debbie Harris,MASTERCARD,USD,SUCCESS,SUCCESS
TXN000451,PURCHASE,2025-03-17 11:46:56,"Moreno, Rosales and Wiggins",and Sons,POS-4943,Vazquezmouth,104.19,Darren Hubbard,RUPAY,GBP,SUCCESS,SUCCESS
TXN000452,PURCHASE,2024-10-07 11:46:56,Moore Ltd,Group,POS-4483,Scottborough,530.38,Kristen Terry,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000453,PURCHASE,2025-04-07 11:46:56,Moore-Snyder,PLC,POS-2632,North Natalie,518.07,John Bryant,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000454,CASHBACK,2024-12-24 11:46:56,"Pratt, Rivera and Bowman",PLC,POS-5294,Port Caleb,675.93,Kathryn Morgan,RUPAY,USD,SUCCESS,SUCCESS
TXN000455,REFUND,2025-01-19 11:46:56,"Torres, Huffman and Hamilton",LLC,POS-4373,Morrismouth,705.03,Dr. Sarah Turner,VISA,EUR,SUCCESS,SUCCESS
TXN000456,REFUND,2025-03-26 11:46:56,Garcia Group,PLC,POS-9486,West Jason,685.29,Sharon Sanchez,VISA,EUR,FAILED,Suspicious transaction (anomaly)
TXN000457,PURCHASE,2024-11-24 11:46:56,"Mays, Long and Jones",Group,POS-8730,Frazierburgh,100.49,Rhonda Cain,AMEX,INR,FAILED,Currency mismatch
TXN000458,REFUND,2025-01-27 11:46:56,Smith-Long,Inc,POS-5873,Port Bruce,878.51,Steven Brock,VISA,USD,SUCCESS,SUCCESS
TXN000459,REFUND,2025-01-06 11:46:56,Williams-Middleton,Ltd,POS-2447,North Austinside,237.8,Steven Hardy,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000460,PURCHASE,2025-07-05 11:46:56,Taylor-Carter,Group,POS-8944,Lake Charles,290.08,Cory Taylor,AMEX,EUR,SUCCESS,SUCCESS
TXN000461,PURCHASE,2024-10-27 11:46:56,"Johnson, Hill and Chandler",Inc,POS-6266,Owensburgh,326.99,Matthew Smith,VISA,INR,SUCCESS,SUCCESS
TXN000462,PURCHASE,2025-04-03 11:46:56,Gomez-Irwin,LLC,POS-5836,Lake Nancyhaven,526.23,William Brown,RUPAY,GBP,SUCCESS,SUCCESS
TXN000463,REFUND,2025-06-26 11:46:56,Benjamin-Martin,and Sons,POS-3338,Port Amyville,446.47,Lori Joseph,AMEX,EUR,SUCCESS,SUCCESS
TXN000464,CASHBACK,2025-04-09 11:46:56,"Charles, Mclean and Morris",and Sons,POS-9016,West Susanview,356.42,Stacy Bernard,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000465,REFUND,2025-03-28 11:46:56,"Richards, Lang and Rodriguez",Inc,POS-2913,Gomezchester,942.36,Amanda Rose,MASTERCARD,GBP,SUCCESS,SUCCESS
TXN000466,CASHBACK,2024-12-10 11:46:56,Jordan Ltd,Ltd,POS-3940,West Cassie,840.64,Amber Hall,AMEX,GBP,SUCCESS,SUCCESS
TXN000467,CASHBACK,2025-06-01 11:46:56,"Mack, Barnett and Wood",LLC,POS-7007,Cainport,650.91,Gary Brooks,VISA,USD,SUCCESS,SUCCESS
