transactionId,transactionType,transactionDate,transactionStatus,merchantName,storeName,deviceName,location,totalAmount,cardHolderName,cardType,currencyCode,failureReason
TXN000363,CASHBACK,2025-03-16 13:05:50,,Parsons-Lewis,Inc,POS-7485,Joneston,455.88,Carolyn Fischer,AMEX,GBP,
TXN000364,REFUND,2024-08-14 13:05:50,,Meyer PLC,Ltd,POS-7492,East Nathanside,265.67,April Benitez,VISA,EUR,
TXN000365,CASHBACK,2025-03-16 13:05:50,,Rios-Kline,and Sons,POS-4438,Alexanderchester,859.42,Gary Ramirez,VISA,USD,
TXN000366,CASHBACK,2024-12-02 13:05:50,,Hoover-Evans,and Sons,POS-5079,Benjamintown,456.1,Linda Cardenas,MASTERCARD,INR,
TXN000367,PURCHASE,2024-09-15 13:05:50,,Reynolds Group,PLC,POS-3420,Cartertown,357.69,Kenneth Medina,AMEX,INR,
TXN000368,REFUND,2024-11-04 13:05:50,,"Frank, Barnett and Salinas",and Sons,POS-5153,Reyesburgh,142.28,Marilyn Rodriguez,RUPAY,EUR,
TXN000369,CASHBACK,2024-12-27 13:05:50,,Foster LLC,and Sons,POS-6560,Johnsonmouth,478.79,Kelly Leblanc,RUPAY,EUR,
TXN000370,REFUND,2025-02-17 13:05:50,,Carlson-Byrd,Group,POS-6437,Palmerton,355.51,Christina Ellis,RUPAY,GBP,
TXN000371,CASHBACK,2024-12-25 13:05:50,,Bradley and Sons,Inc,POS-9216,North Kelly,304.93,Nicholas Bauer,MASTERCARD,EUR,
TXN000372,REFUND,2025-03-30 13:05:50,,Ray Group,LLC,POS-5344,South Laurenville,519.23,Vanessa Mathews,MASTERCARD,GBP,
TXN000373,REFUND,2025-03-08 13:05:50,,Martin-James,and Sons,POS-8101,Gillberg,308.63,Jessica Dean,VISA,EUR,
TXN000374,REFUND,2024-11-26 13:05:50,,Ellison-Schneider,PLC,POS-2126,East William,28.1,Mr. Blake Rodriguez,VISA,INR,
TXN000375,PURCHASE,2025-03-30 13:05:50,,Turner LLC,Inc,POS-4031,New Tabitha,621.97,Lisa White MD,AMEX,INR,
TXN000376,PURCHASE,2024-08-07 13:05:50,,Cannon LLC,and Sons,POS-1270,New Javiermouth,30.44,Debra Butler,MASTERCARD,INR,
TXN000377,PURCHASE,2024-12-29 13:05:50,,Walton PLC,LLC,POS-9188,West Elizabeth,740.96,Debra Watson,AMEX,USD,
TXN000378,CASHBACK,2024-12-09 13:05:50,,Brown-Baker,Inc,POS-2889,Justinmouth,702.5,William Gonzalez,MASTERCARD,USD,
TXN000379,CASHBACK,2024-10-19 13:05:50,,"Gray, Nichols and King",and Sons,POS-5465,Rebeccatown,359.26,Maureen Nichols,MASTERCARD,GBP,
TXN000380,PURCHASE,2025-02-05 13:05:50,,"Rodriguez, Ballard and Harris",LLC,POS-4022,North Vincentchester,797.67,Heather Hernandez,RUPAY,EUR,
TXN000381,CASHBACK,2024-09-19 13:05:50,,Mitchell Ltd,LLC,POS-9284,South Rachel,413.61,Thomas Nielsen,MASTERCARD,USD,
TXN000382,PURCHASE,2024-12-07 13:05:50,,"Norris, Jones and Owen",LLC,POS-1513,Adamsmouth,649.92,Whitney Conner,MASTERCARD,USD,
TXN000383,REFUND,2025-02-10 13:05:50,,Ford Ltd,LLC,POS-6435,North Sarah,636.61,Randall Flores,MASTERCARD,USD,
TXN000384,REFUND,2025-05-09 13:05:50,,"Collins, Thomas and Williams",Ltd,POS-6179,South Brittneyland,979.21,Sheila Hall,AMEX,GBP,
TXN000385,REFUND,2024-09-10 13:05:50,,"Rodriguez, Mcmahon and Potts",LLC,POS-6416,New Brandonchester,276.88,Crystal Rowe,VISA,GBP,
TXN000386,PURCHASE,2025-05-24 13:05:50,,Valdez Inc,Inc,POS-9395,West Michael,266.35,Jessica Hernandez,RUPAY,GBP,
TXN000387,REFUND,2024-08-09 13:05:50,,"George, Lopez and Peterson",Ltd,POS-3605,West Edwardhaven,611.4,Steven Garcia,RUPAY,EUR,
TXN000388,CASHBACK,2024-08-16 13:05:50,,"Mcclain, Cordova and Garcia",Ltd,POS-2841,Millsfort,588.68,Stanley Davis,VISA,EUR,
TXN000389,CASHBACK,2024-11-14 13:05:50,,Walters Group,LLC,POS-5820,Jeffreyshire,689.58,Debbie Patton,VISA,GBP,
TXN000390,REFUND,2025-02-27 13:05:50,,"Barrera, Pratt and Cole",and Sons,POS-2812,Lake Collinview,638.93,Frances Wallace MD,VISA,USD,
TXN000391,PURCHASE,2024-09-10 13:05:50,,Little-Ochoa,Ltd,POS-1242,Tiffanyfurt,973.97,James Fuller,MASTERCARD,USD,
TXN000392,REFUND,2025-01-02 13:05:50,,"Parker, Leon and Johnson",Inc,POS-8886,Andrewberg,887.07,Calvin Douglas,AMEX,EUR,
TXN000393,PURCHASE,2024-07-24 13:05:50,,"Carter, Gonzalez and Pena",and Sons,POS-7423,Port Jeffreychester,647.46,Mark Fuller,MASTERCARD,USD,
TXN000394,PURCHASE,2024-12-19 13:05:50,,Brown LLC,Ltd,POS-1452,Lewismouth,56.7,Sean Jackson,RUPAY,EUR,
TXN000395,CASHBACK,2024-07-23 13:05:50,,"Lozano, Davis and Saunders",Ltd,POS-5869,Port Jeremy,412.63,Keith Brooks,VISA,GBP,
TXN000396,CASHBACK,2025-05-05 13:05:50,,"Herrera, Duke and Hammond",Group,POS-3082,East Davidborough,647.8,Annette Garcia,MASTERCARD,USD,
TXN000397,CASHBACK,2024-11-20 13:05:50,,"Castro, Lawrence and Barber",PLC,POS-5715,Chavezmouth,275.19,Noah Farmer,MASTERCARD,GBP,
TXN000398,CASHBACK,2025-07-14 13:05:50,,"Garrett, Nixon and Warner",and Sons,POS-1844,New Kevin,528.23,James Boyd,VISA,USD,
TXN000399,CASHBACK,2025-02-23 13:05:50,,Ellis PLC,and Sons,POS-3531,Bakerport,774.97,Samantha Berry,MASTERCARD,USD,
TXN000400,REFUND,2025-07-15 13:05:50,,Mccarty-Palmer,Group,POS-6297,Garciashire,839.18,Erica Jones,AMEX,USD,
TXN000401,PURCHASE,2025-01-09 13:05:50,,Cline-Paul,Inc,POS-4393,Marissaville,261.33,Laura Contreras,AMEX,GBP,
TXN000402,REFUND,2024-10-17 13:05:50,,Smith Ltd,Group,POS-9625,New Elizabethtown,93.51,Mr. Scott Robertson DDS,AMEX,GBP,
TXN000403,REFUND,2024-12-24 13:05:50,,Gonzalez-Garner,PLC,POS-9883,Velezport,485.24,Peter Johnston,RUPAY,USD,
TXN000404,PURCHASE,2025-05-06 13:05:50,,"Pugh, Schroeder and Rodriguez",Ltd,POS-7547,East Paulview,830.48,Diana Rangel,AMEX,EUR,
TXN000405,PURCHASE,2025-05-06 13:05:50,,"Miranda, Mckinney and Arnold",Group,POS-3554,Greenville,44.1,Michael Thompson,VISA,USD,
TXN000406,CASHBACK,2025-03-03 13:05:50,,Rowe LLC,LLC,POS-5959,Brianmouth,358.71,Dustin Alvarez,RUPAY,GBP,
TXN000407,CASHBACK,2025-02-05 13:05:50,,"Gordon, Flores and Nelson",PLC,POS-8647,Charlesstad,517.29,Rhonda Guerra,MASTERCARD,USD,
TXN000408,CASHBACK,2025-01-03 13:05:50,,Howard PLC,LLC,POS-6996,Travismouth,348.84,Gregory Hall,VISA,EUR,
TXN000409,CASHBACK,2025-06-09 13:05:50,,"Williams, Wallace and Gray",PLC,POS-8787,West Anthonytown,119.84,David Horton,RUPAY,EUR,
TXN000410,CASHBACK,2025-07-06 13:05:50,,Garcia-Tate,Group,POS-9498,West Danielton,512.73,Jay Guerrero,VISA,INR,
TXN000411,PURCHASE,2025-01-12 13:05:50,,"Mitchell, Jones and Olson",LLC,POS-3946,Matthewton,347.5,Cynthia Mills,RUPAY,GBP,
TXN000412,REFUND,2025-07-18 13:05:50,,Gregory Group,LLC,POS-4869,New Teresaborough,657.81,Ashley Sanchez,RUPAY,INR,
TXN000413,CASHBACK,2025-04-27 13:05:50,,"Ryan, Edwards and Yates",and Sons,POS-1715,Fernandezchester,763.59,Dennis Johnson,RUPAY,EUR,
TXN000414,REFUND,2024-07-27 13:05:50,,"Phillips, Charles and Peterson",LLC,POS-5715,South Adam,688.1,Pamela Arroyo,RUPAY,EUR,
TXN000415,PURCHASE,2024-07-21 13:05:50,,Barajas PLC,LLC,POS-8442,North Bob,998.82,Carla Riley,MASTERCARD,GBP,
TXN000416,REFUND,2024-09-25 13:05:50,,Taylor PLC,and Sons,POS-6370,Pricestad,978.51,Richard Duran,MASTERCARD,GBP,
TXN000417,REFUND,2025-03-19 13:05:50,,Chapman Inc,LLC,POS-7039,Matthewshire,387.17,Jacqueline Brown,MASTERCARD,EUR,
TXN000418,REFUND,2025-03-17 13:05:50,,Ward PLC,LLC,POS-9789,East Mary,591.28,Chad Carson,AMEX,GBP,
TXN000419,PURCHASE,2024-09-15 13:05:50,,Flores PLC,PLC,POS-6533,New Gabrielview,627.74,Jeremy Foster,MASTERCARD,INR,
TXN000420,PURCHASE,2025-05-06 13:05:50,,Davis-Hernandez,and Sons,POS-5205,Sethland,554.89,James Booth,VISA,GBP,
TXN000421,REFUND,2025-04-05 13:05:50,,Weiss-Gutierrez,and Sons,POS-3974,East Brandi,604.32,Jessica Flynn DDS,MASTERCARD,USD,
TXN000422,CASHBACK,2024-11-06 13:05:50,,Diaz Inc,Group,POS-4445,Novakshire,300.81,Anna Williams,AMEX,EUR,
TXN000423,REFUND,2024-12-22 13:05:50,,Roberts-Vaughn,Group,POS-6166,Port Jenniferbury,733.56,Tony Randall,VISA,EUR,
TXN000424,PURCHASE,2024-09-12 13:05:50,,Greene-Mcgrath,Group,POS-3679,West Gregorymouth,848.43,Marcus Moore,RUPAY,USD,
TXN000425,REFUND,2024-11-04 13:05:50,,Perez-Martinez,Inc,POS-5714,Kramermouth,691.75,Gregory Campos,RUPAY,INR,
TXN000426,CASHBACK,2024-07-25 13:05:50,,Bradley-Johnson,Ltd,POS-7313,West Jamie,63.91,Dustin Reynolds,VISA,USD,
TXN000427,REFUND,2025-04-28 13:05:50,,"Perez, Smith and Christian",PLC,POS-5360,Andersonview,618.84,Madison Pham,RUPAY,INR,
TXN000428,CASHBACK,2024-12-18 13:05:50,,Townsend Group,PLC,POS-8892,Wardfort,381.23,Rebecca Johnson,VISA,USD,
TXN000429,CASHBACK,2025-06-02 13:05:50,,"Foster, Carey and Cooper",and Sons,POS-9292,Susanview,990.04,Zachary Allen,AMEX,USD,
TXN000430,CASHBACK,2025-03-20 13:05:50,,Morton-Arroyo,Ltd,POS-1330,South Kathryn,50.84,Norman Decker,VISA,INR,
TXN000431,PURCHASE,2024-09-20 13:05:50,,Harris-Carter,Group,POS-7412,West Josephberg,712.69,Elizabeth Martin,MASTERCARD,INR,
TXN000432,REFUND,2025-04-28 13:05:50,,Marks PLC,and Sons,POS-4009,North Davidview,594.47,Diane Brown,MASTERCARD,EUR,
TXN000433,PURCHASE,2025-03-24 13:05:50,,"Duffy, Watson and Gutierrez",LLC,POS-5225,Melissaside,501.05,Rhonda Johnson,AMEX,EUR,
TXN000434,CASHBACK,2024-09-06 13:05:50,,"Coleman, Webb and Stewart",Ltd,POS-5445,North Ronald,212.39,Angela Andersen,MASTERCARD,GBP,
TXN000435,PURCHASE,2025-04-08 13:05:50,,Harrell-Gardner,Ltd,POS-1281,North Albert,357.93,Jacob Johnson,RUPAY,EUR,
TXN000436,CASHBACK,2025-03-02 13:05:50,,Black-Daugherty,PLC,POS-2336,Ryanville,899.45,Juan Clark,AMEX,EUR,
TXN000437,PURCHASE,2025-05-06 13:05:50,,"Peters, Thomas and Wiley",Inc,POS-4393,Lake Michaelchester,742.93,Maria Jenkins,VISA,GBP,
TXN000438,PURCHASE,2025-05-05 13:05:50,,Davis-Villa,and Sons,POS-8945,Joeburgh,543.17,Ryan Graham,AMEX,EUR,
TXN000439,CASHBACK,2025-04-20 13:05:50,,Smith PLC,LLC,POS-8481,Espinozaborough,323.44,Ashley Mullins,RUPAY,EUR,
TXN000440,CASHBACK,2024-08-26 13:05:50,,Rosales-Walters,LLC,POS-5511,Williamfort,678.53,Kylie Knight,MASTERCARD,USD,
TXN000441,REFUND,2024-11-10 13:05:50,,"Rodriguez, Reynolds and Garcia",Inc,POS-5459,West Markport,359.1,Annette Baxter,AMEX,EUR,
TXN000442,REFUND,2024-10-09 13:05:50,,Mccormick-Brown,Group,POS-7430,Hernandezmouth,74.82,David Williams,RUPAY,USD,
TXN000443,CASHBACK,2024-08-19 13:05:50,,"Brown, Woods and Arnold",Group,POS-2559,East Cindy,521.74,Christopher Phillips,MASTERCARD,GBP,
TXN000444,PURCHASE,2024-12-14 13:05:50,,Hayes-David,Group,POS-5286,Kristiborough,897.19,Maureen Morrison,MASTERCARD,EUR,
TXN000445,CASHBACK,2025-06-13 13:05:50,,"Powell, Jordan and Myers",and Sons,POS-5342,Rodriguezbury,446.09,Haley Villarreal,AMEX,GBP,
TXN000446,CASHBACK,2025-06-22 13:05:50,,Smith-Griffin,and Sons,POS-6641,Walkershire,834.79,Isaac Johnson,RUPAY,GBP,
TXN000447,CASHBACK,2025-05-15 13:05:50,,"Walton, Armstrong and Weber",Inc,POS-9865,North Richardport,573.54,Mathew Mccullough,VISA,INR,
TXN000448,CASHBACK,2024-12-03 13:05:50,,Rodriguez-Hill,Ltd,POS-9458,Port Matthewton,763.8,Robert Hubbard,RUPAY,EUR,
TXN000449,REFUND,2025-04-05 13:05:50,,Oliver Ltd,Inc,POS-7413,Port Ashleyside,989.91,Kevin Jenkins,VISA,GBP,
TXN000450,PURCHASE,2024-11-01 13:05:50,,Garcia-White,and Sons,POS-8644,East Timothy,751.92,Debbie Harris,MASTERCARD,USD,
TXN000451,PURCHASE,2025-03-21 13:05:50,,"Moreno, Rosales and Wiggins",and Sons,POS-4943,Vazquezmouth,104.19,Darren Hubbard,RUPAY,GBP,
TXN000452,PURCHASE,2024-10-11 13:05:50,,Moore Ltd,Group,POS-4483,Scottborough,530.38,Kristen Terry,MASTERCARD,GBP,
TXN000453,PURCHASE,2025-04-11 13:05:50,,Moore-Snyder,PLC,POS-2632,North Natalie,518.07,John Bryant,MASTERCARD,GBP,
TXN000454,CASHBACK,2024-12-28 13:05:50,,"Pratt, Rivera and Bowman",PLC,POS-5294,Port Caleb,675.93,Kathryn Morgan,RUPAY,USD,
TXN000455,REFUND,2025-01-23 13:05:50,,"Torres, Huffman and Hamilton",LLC,POS-4373,Morrismouth,705.03,Dr. Sarah Turner,VISA,EUR,
TXN000456,REFUND,2025-03-30 13:05:50,,Garcia Group,PLC,POS-9486,West Jason,685.29,Sharon Sanchez,VISA,EUR,
TXN000457,PURCHASE,2024-11-28 13:05:50,,"Mays, Long and Jones",Group,POS-8730,Frazierburgh,100.49,Rhonda Cain,AMEX,INR,
TXN000458,REFUND,2025-01-31 13:05:50,,Smith-Long,Inc,POS-5873,Port Bruce,878.51,Steven Brock,VISA,USD,
TXN000459,REFUND,2025-01-10 13:05:50,,Williams-Middleton,Ltd,POS-2447,North Austinside,237.8,Steven Hardy,MASTERCARD,GBP,
TXN000460,PURCHASE,2025-07-09 13:05:50,,Taylor-Carter,Group,POS-8944,Lake Charles,290.08,Cory Taylor,AMEX,EUR,
TXN000461,PURCHASE,2024-10-31 13:05:50,,"Johnson, Hill and Chandler",Inc,POS-6266,Owensburgh,326.99,Matthew Smith,VISA,INR,
TXN000462,PURCHASE,2025-04-07 13:05:50,,Gomez-Irwin,LLC,POS-5836,Lake Nancyhaven,526.23,William Brown,RUPAY,GBP,
TXN000463,REFUND,2025-06-30 13:05:50,,Benjamin-Martin,and Sons,POS-3338,Port Amyville,446.47,Lori Joseph,AMEX,EUR,
TXN000464,CASHBACK,2025-04-13 13:05:50,,"Charles, Mclean and Morris",and Sons,POS-9016,West Susanview,356.42,Stacy Bernard,MASTERCARD,GBP,
TXN000465,REFUND,2025-04-01 13:05:50,,"Richards, Lang and Rodriguez",Inc,POS-2913,Gomezchester,942.36,Amanda Rose,MASTERCARD,GBP,
TXN000466,CASHBACK,2024-12-14 13:05:50,,Jordan Ltd,Ltd,POS-3940,West Cassie,840.64,Amber Hall,AMEX,GBP,
TXN000467,CASHBACK,2025-06-05 13:05:50,,"Mack, Barnett and Wood",LLC,POS-7007,Cainport,650.91,Gary Brooks,VISA,USD,
TXN000468,REFUND,2025-03-15 13:05:50,,Jones Group,PLC,POS-9526,Port Jessicaberg,52.3,Jason Ryan,VISA,GBP,
TXN000469,REFUND,2024-09-22 13:05:50,,"Bell, Gomez and Romero",Ltd,POS-5208,New Lindaland,705.69,Jennifer Mcknight,RUPAY,EUR,
TXN000470,PURCHASE,2024-09-01 13:05:50,,Johnston Ltd,Group,POS-2998,Tylerville,682.04,Sara Thomas,MASTERCARD,GBP,
TXN000471,CASHBACK,2024-08-31 13:05:50,,"Lopez, Parrish and Rubio",LLC,POS-4984,Ramirezberg,23.03,Mark Ramos,MASTERCARD,EUR,
TXN000472,CASHBACK,2025-04-30 13:05:50,,Sloan-Larson,PLC,POS-3905,Port Jeffreyhaven,77.23,Juan Johnson,AMEX,USD,
TXN000473,REFUND,2024-09-03 13:05:50,,Ho PLC,and Sons,POS-8664,Brianstad,581.42,Diane Anderson,AMEX,GBP,
TXN000474,PURCHASE,2024-07-21 13:05:50,,Weber and Sons,Group,POS-2224,Aaronchester,149.95,Michael Smith,RUPAY,USD,
TXN000475,REFUND,2025-01-29 13:05:50,,Lowe LLC,Group,POS-5160,Port Kathy,640.88,Kathryn Cunningham,RUPAY,USD,
TXN000476,REFUND,2024-08-18 13:05:50,,"Davis, Lewis and Williams",Group,POS-4962,Ramirezborough,220.18,Nicole Bradley,VISA,EUR,
TXN000477,PURCHASE,2024-10-24 13:05:50,,"Johnson, Henry and Wright",LLC,POS-4489,Port Jack,458.45,Blake Hall,VISA,INR,
TXN000478,REFUND,2024-09-25 13:05:50,,Henderson-Christensen,and Sons,POS-9507,Jenniferport,552.24,Latoya Evans,MASTERCARD,INR,
TXN000479,CASHBACK,2024-09-30 13:05:50,,Rodriguez-Nunez,Ltd,POS-9737,Christophermouth,988.36,Malik Williams,MASTERCARD,INR,
TXN000480,PURCHASE,2024-12-03 13:05:50,,Howard Group,and Sons,POS-5418,Keithville,244.53,Andrea Lambert,AMEX,INR,
TXN000481,PURCHASE,2025-01-11 13:05:50,,Savage-Simpson,Group,POS-3374,Stoneburgh,455.44,Aaron Gibson,RUPAY,GBP,
TXN000482,PURCHASE,2024-08-29 13:05:50,,Garrett-Dominguez,Ltd,POS-5675,North Ashley,515.29,Gina Harvey,RUPAY,GBP,
TXN000483,CASHBACK,2024-09-30 13:05:50,,"Burns, Pope and Williams",LLC,POS-9479,Amandachester,202.71,Leslie Douglas,VISA,INR,
TXN000484,PURCHASE,2025-01-02 13:05:50,,Jones-Carter,Group,POS-5212,Sharonland,205.86,Christine Morse,RUPAY,INR,
TXN000485,CASHBACK,2024-12-24 13:05:50,,Ford-Ramos,and Sons,POS-3174,Onealland,612.59,Keith Matthews,AMEX,EUR,
TXN000486,CASHBACK,2025-07-11 13:05:50,,"Fox, Rios and Thompson",Inc,POS-4403,Drakefort,345.5,Aaron May,VISA,USD,
TXN000487,REFUND,2025-02-10 13:05:50,,Bell-Kim,Ltd,POS-6285,North Johnland,625.81,James Carlson,MASTERCARD,INR,
TXN000488,REFUND,2025-05-14 13:05:50,,Adams Inc,and Sons,POS-3030,Obrienland,257.46,Trevor Kim,RUPAY,GBP,
TXN000489,PURCHASE,2024-08-01 13:05:50,,Mcclain and Sons,and Sons,POS-6800,New Dominique,433.41,Jerry Rivera,RUPAY,GBP,
TXN000490,REFUND,2024-09-22 13:05:50,,"Jones, Golden and Carlson",Inc,POS-2729,Port Richard,986.59,Rachel Snyder,RUPAY,EUR,
TXN000491,PURCHASE,2025-07-11 13:05:50,,Peters Inc,LLC,POS-9599,Cristinaborough,860.15,Meghan Wiley,RUPAY,GBP,
TXN000492,PURCHASE,2024-12-29 13:05:50,,"Mueller, Hoffman and Choi",PLC,POS-2583,East Jacob,427.64,Dustin Mcdowell,AMEX,EUR,
TXN000493,REFUND,2025-02-26 13:05:50,,"King, Hernandez and Watson",Group,POS-9631,Port Tammyburgh,133.18,Jennifer Hansen,AMEX,USD,
TXN000494,PURCHASE,2025-07-18 13:05:50,,"Nelson, Hopkins and Armstrong",Ltd,POS-2526,Joeltown,345.91,Andrew Hall,AMEX,GBP,
TXN000495,PURCHASE,2025-03-16 13:05:50,,Rodriguez-Moss,Ltd,POS-7135,West Jonathanton,882.72,Ashley Hall,RUPAY,INR,
TXN000496,CASHBACK,2025-04-22 13:05:50,,Winters-Garza,Ltd,POS-8368,East Amystad,406.32,Richard Lowery,VISA,USD,
TXN000497,PURCHASE,2025-01-31 13:05:50,,Brown LLC,LLC,POS-4403,Mindytown,319.34,George Harris,VISA,INR,
TXN000498,PURCHASE,2025-05-27 13:05:50,,Reed-Guerrero,and Sons,POS-9925,Lake Christine,620.35,Ann Huber,VISA,EUR,
TXN000499,PURCHASE,2024-08-02 13:05:50,,"Gill, Gray and Garrett",and Sons,POS-3695,Vargasborough,450.12,Kathy Mcintyre,MASTERCARD,GBP,
TXN000500,REFUND,2024-07-28 13:05:50,,Bell PLC,LLC,POS-3749,Jennifertown,445.46,Jessica Blackwell,VISA,GBP,
TXN000501,PURCHASE,2025-05-17 13:05:50,,"Rodriguez, Price and Brooks",and Sons,POS-2645,Savannahfurt,316.71,Stacey Page,RUPAY,EUR,
TXN000502,REFUND,2025-01-03 13:05:50,,"Caldwell, Conner and Jones",Group,POS-4760,East James,468.48,Samuel Gray,AMEX,EUR,
TXN000503,REFUND,2024-08-25 13:05:50,,Bullock Inc,PLC,POS-1137,West Ericstad,593.13,Gerald Michael,MASTERCARD,INR,
TXN000504,REFUND,2024-10-29 13:05:50,,Ponce-Patterson,and Sons,POS-6141,Byrdmouth,478.17,Joshua Soto,RUPAY,INR,
TXN000505,REFUND,2025-03-01 13:05:50,,Martinez-Galvan,Ltd,POS-3683,Lake Michael,194.64,Barbara Lowery,MASTERCARD,GBP,
TXN000506,REFUND,2024-08-23 13:05:50,,Gilbert-Davis,Group,POS-1380,North Spencer,378.59,Billy Clark,AMEX,EUR,
TXN000507,PURCHASE,2025-05-27 13:05:50,,"Stuart, Bartlett and Gonzalez",LLC,POS-8524,West Heathertown,731.92,Anthony Martin,MASTERCARD,EUR,
TXN000508,REFUND,2024-07-25 13:05:50,,Quinn Group,PLC,POS-6435,Lake Stanley,556.2,Megan Edwards MD,VISA,GBP,
TXN000509,REFUND,2024-11-21 13:05:50,,Owens Ltd,Inc,POS-8223,New Brian,374.06,James Ortiz,MASTERCARD,EUR,
TXN000510,PURCHASE,2024-11-09 13:05:50,,Andrews-Rocha,PLC,POS-3154,Smithside,663.1,Daniel Martin,RUPAY,INR,
TXN000511,PURCHASE,2025-06-08 13:05:50,,Murray and Sons,Group,POS-8013,North William,32.59,Jordan Gilmore,RUPAY,INR,
TXN000512,CASHBACK,2025-07-17 13:05:50,,Adams-Valdez,Group,POS-4238,Christinaside,620.49,Ariana Jackson,RUPAY,GBP,
TXN000513,CASHBACK,2024-10-28 13:05:50,,"Pearson, Douglas and West",Group,POS-5645,Rogerton,73.56,Timothy Doyle,VISA,USD,
TXN000514,REFUND,2025-01-05 13:05:50,,Tucker-Obrien,Inc,POS-7758,New Kimberly,387.16,Melissa Floyd,MASTERCARD,INR,
TXN000515,REFUND,2024-12-25 13:05:50,,"Medina, White and Harrell",PLC,POS-1010,Lake Jonathanborough,631.62,Timothy Nicholson,AMEX,GBP,
TXN000516,PURCHASE,2024-12-26 13:05:50,,Barton Ltd,Group,POS-8070,Dyerview,918.76,Richard Richardson,RUPAY,INR,
TXN000517,REFUND,2024-10-11 13:05:50,,Kelly-Waller,Group,POS-7056,Adrianmouth,311.01,Brandon Smith,MASTERCARD,INR,
TXN000518,PURCHASE,2024-12-13 13:05:50,,Harris-Coleman,and Sons,POS-8195,Florestown,959.05,Edward Lewis,AMEX,USD,
TXN000519,CASHBACK,2025-03-24 13:05:50,,Harris and Sons,PLC,POS-6429,Walshport,238.73,Veronica Allen,VISA,INR,
TXN000520,PURCHASE,2025-04-16 13:05:50,,"Snyder, Walton and Tucker",PLC,POS-9144,North Kylemouth,878.48,Christina Shah,VISA,EUR,
TXN000521,CASHBACK,2025-07-02 13:05:50,,Fuller Ltd,LLC,POS-4749,Derekmouth,652.49,Michael Bell,MASTERCARD,USD,
TXN000522,CASHBACK,2024-10-25 13:05:50,,Rosales-Thompson,Group,POS-8164,West Kathy,678.42,Robin Henry,MASTERCARD,INR,
TXN000523,REFUND,2024-12-05 13:05:50,,Orozco-Mathews,LLC,POS-6103,West Troymouth,958.34,Yolanda Decker,VISA,EUR,
TXN000524,REFUND,2025-04-29 13:05:50,,"Campbell, Koch and Hanson",LLC,POS-2746,Mooneystad,664.35,Valerie Gutierrez,RUPAY,INR,
TXN000525,CASHBACK,2025-02-12 13:05:50,,Sanders LLC,Ltd,POS-5944,West Kimtown,397.28,Julie Gordon,AMEX,INR,
TXN000526,REFUND,2025-06-14 13:05:50,,Robinson-Robbins,LLC,POS-1980,New Amanda,767.58,Brian Sullivan,AMEX,EUR,
TXN000527,REFUND,2024-08-28 13:05:50,,"Brown, Flores and Williams",Ltd,POS-6068,New Brianna,552.72,Valerie Jacobs,MASTERCARD,GBP,
TXN000528,PURCHASE,2024-12-13 13:05:50,,Wright-Nelson,Ltd,POS-1662,West Fernando,52.24,Christina Henry,VISA,INR,
TXN000529,PURCHASE,2025-02-18 13:05:50,,Jarvis LLC,LLC,POS-6059,New Jennifer,67.42,Richard Lee,VISA,USD,
TXN000530,PURCHASE,2024-09-17 13:05:50,,Poole PLC,and Sons,POS-3772,Delacruzfort,475.03,Lisa Meadows,VISA,EUR,
TXN000531,PURCHASE,2024-10-04 13:05:50,,Saunders Ltd,LLC,POS-3211,North Brian,797.64,Jerry Collins,VISA,USD,
TXN000532,CASHBACK,2024-08-14 13:05:50,,Hill-Rhodes,LLC,POS-2897,Lake Markfurt,209.75,Joseph Ayala,VISA,GBP,
TXN000533,REFUND,2025-06-07 13:05:50,,Oliver PLC,PLC,POS-2886,Roseview,478.84,Melanie Patrick,RUPAY,EUR,
TXN000534,CASHBACK,2025-05-27 13:05:50,,Hernandez LLC,Inc,POS-3264,Lake William,856.49,James Bailey,RUPAY,EUR,
TXN000535,PURCHASE,2024-09-01 13:05:50,,"Garcia, Figueroa and Gordon",PLC,POS-9299,Johnsonborough,958.65,Jennifer Gutierrez,MASTERCARD,USD,
TXN000536,CASHBACK,2025-01-06 13:05:50,,Lawrence-Hansen,Inc,POS-7090,Port Veronicachester,533.34,Mariah Snyder,AMEX,GBP,
TXN000537,REFUND,2025-03-17 13:05:50,,Mccoy Ltd,PLC,POS-2499,Abigailfort,160.96,Helen Conley,RUPAY,INR,
TXN000538,CASHBACK,2025-02-23 13:05:50,,"Smith, Blake and Stevens",PLC,POS-6781,Brettmouth,510.35,Ronald Ferrell,VISA,USD,
TXN000539,PURCHASE,2025-05-06 13:05:50,,Fields-Hernandez,PLC,POS-5223,Lake Johnhaven,743.17,Candice Johnson,MASTERCARD,EUR,
TXN000540,PURCHASE,2025-05-20 13:05:50,,"Gomez, Rogers and Bailey",Inc,POS-9020,Gibbsfort,737.31,Lindsey Palmer,MASTERCARD,INR,
TXN000541,REFUND,2025-05-08 13:05:50,,Ponce PLC,Ltd,POS-1668,Mccartytown,180.47,John Hopkins,AMEX,INR,
TXN000542,PURCHASE,2024-08-29 13:05:50,,"Walls, Castro and Evans",Inc,POS-2557,Bobshire,506.66,Rachel Bates,RUPAY,EUR,
